SampDate,SampTime,SampleMethod,ForkLength,TagCode,RaceByTag
"1996-01-15","09:00:00.0000000",1,150,"054112","LateFall"
"1996-01-15","13:00:00.0000000",1,167,"053627","LateFall"
"1996-01-16","07:00:00.0000000",1,164,"053618","LateFall"
"1996-01-16","13:00:00.0000000",1,182,"054113","LateFall"
"1996-01-16","15:00:00.0000000",1,164,"054113","LateFall"
"1996-01-16","19:00:00.0000000",1,149,"054117","LateFall"
"1996-01-16","19:00:00.0000000",1,150,"054112","LateFall"
"1996-01-16","19:00:00.0000000",1,156,"053618","LateFall"
"1996-01-16","19:00:00.0000000",1,172,"054108","LateFall"
"1996-01-16","19:00:00.0000000",1,190,"053618","LateFall"
"1996-01-16","19:00:00.0000000",1,195,"053618","LateFall"
"1996-01-16","21:00:00.0000000",1,155,"054109","LateFall"
"1996-01-16","21:00:00.0000000",1,156,"054112","LateFall"
"1996-01-16","21:00:00.0000000",1,151,"053618","LateFall"
"1996-01-16","21:00:00.0000000",1,170,"054112","LateFall"
"1996-01-17","01:00:00.0000000",1,128,"053416","LateFall"
"1996-01-17","07:00:00.0000000",1,146,"054108","LateFall"
"1996-01-17","07:00:00.0000000",1,147,"054113","LateFall"
"1996-01-17","09:00:00.0000000",1,159,"054112","LateFall"
"1996-01-17","11:00:00.0000000",1,185,"054112","LateFall"
"1996-01-17","11:00:00.0000000",1,140,"053618","LateFall"
"1996-01-17","11:00:00.0000000",1,172,"053618","LateFall"
"1996-01-17","13:00:00.0000000",1,162,"053618","LateFall"
"1996-01-17","13:00:00.0000000",1,133,"053618","LateFall"
"1996-01-17","15:00:00.0000000",1,142,"054112","LateFall"
"1996-01-17","15:00:00.0000000",1,157,"054113","LateFall"
"1996-01-17","15:00:00.0000000",1,166,"054112","LateFall"
"1996-01-17","15:00:00.0000000",1,169,"054113","LateFall"
"1996-01-17","15:00:00.0000000",1,210,"054108","LateFall"
"1996-01-17","17:00:00.0000000",1,159,"053618","LateFall"
"1996-01-17","17:00:00.0000000",1,202,"054113","LateFall"
"1996-01-17","17:00:00.0000000",1,155,"054112","LateFall"
"1996-01-17","17:00:00.0000000",1,153,"054117","LateFall"
"1996-01-17","17:00:00.0000000",1,149,"053416","LateFall"
"1996-01-17","19:00:00.0000000",1,145,"054112","LateFall"
"1996-01-17","19:00:00.0000000",1,180,"054117","LateFall"
"1996-01-18","01:00:00.0000000",1,147,"054108","LateFall"
"1996-01-18","03:00:00.0000000",1,184,"054113","LateFall"
"1996-01-18","09:00:00.0000000",1,188,"054117","LateFall"
"1996-01-18","09:00:00.0000000",1,190,"054113","LateFall"
"1996-01-18","11:00:00.0000000",1,165,"053416","LateFall"
"1996-01-18","13:00:00.0000000",1,151,"054108","LateFall"
"1996-01-18","15:00:00.0000000",1,204,"054117","LateFall"
"1996-01-18","19:00:00.0000000",1,180,"053618","LateFall"
"1996-01-18","19:00:00.0000000",1,187,"054112","LateFall"
"1996-01-18","19:00:00.0000000",1,179,"054112","LateFall"
"1996-01-18","19:00:00.0000000",1,170,"054112","LateFall"
"1996-01-18","19:00:00.0000000",1,158,"054108","LateFall"
"1996-01-18","19:00:00.0000000",1,135,"054107","LateFall"
"1996-01-18","21:00:00.0000000",1,176,"054112","LateFall"
"1996-01-18","23:00:00.0000000",1,208,"054117","LateFall"
"1996-01-19","03:00:00.0000000",1,150,"053618","LateFall"
"1996-01-19","03:00:00.0000000",1,174,"054112","LateFall"
"1996-01-19","07:00:00.0000000",1,149,"054113","LateFall"
"1996-01-19","07:00:00.0000000",1,162,"053618","LateFall"
"1996-01-19","07:00:00.0000000",1,184,"053416","LateFall"
"1996-01-19","09:00:00.0000000",1,157,"053618","LateFall"
"1996-01-19","09:00:00.0000000",1,199,"054108","LateFall"
"1996-01-19","09:00:00.0000000",1,154,"054113","LateFall"
"1996-01-19","09:00:00.0000000",1,156,"054108","LateFall"
"1996-01-19","11:00:00.0000000",1,143,"054112","LateFall"
"1996-01-19","11:00:00.0000000",1,174,"053416","LateFall"
"1996-01-19","11:00:00.0000000",1,194,"054117","LateFall"
"1996-01-19","13:00:00.0000000",1,145,"053416","LateFall"
"1996-01-19","13:00:00.0000000",1,160,"054113","LateFall"
"1996-01-19","13:00:00.0000000",1,174,"054113","LateFall"
"1996-01-19","15:00:00.0000000",1,164,"054113","LateFall"
"1996-01-19","19:00:00.0000000",1,212,"054113","LateFall"
"1996-01-19","19:00:00.0000000",1,200,"054117","LateFall"
"1996-01-19","19:00:00.0000000",1,193,"054117","LateFall"
"1996-01-19","19:00:00.0000000",1,180,"054117","LateFall"
"1996-01-19","19:00:00.0000000",1,164,"054113","LateFall"
"1996-01-19","19:00:00.0000000",1,169,"054113","LateFall"
"1996-01-19","21:00:00.0000000",1,136,"053416","LateFall"
"1996-01-19","21:00:00.0000000",1,156,"054113","LateFall"
"1996-01-19","23:00:00.0000000",1,155,"053416","LateFall"
"1996-01-20","01:00:00.0000000",1,183,"053618","LateFall"
"1996-01-20","01:00:00.0000000",1,194,"053618","LateFall"
"1996-01-20","01:00:00.0000000",1,195,"054108","LateFall"
"1996-01-20","01:00:00.0000000",1,175,"053618","LateFall"
"1996-01-20","01:00:00.0000000",1,153,"053618","LateFall"
"1996-01-20","01:00:00.0000000",1,180,"054117","LateFall"
"1996-01-20","01:00:00.0000000",1,163,"054113","LateFall"
"1996-01-20","03:00:00.0000000",1,134,"054112","LateFall"
"1996-01-20","05:00:00.0000000",1,157,"053618","LateFall"
"1996-01-20","07:00:00.0000000",1,196,"054112","LateFall"
"1996-01-20","07:00:00.0000000",1,184,"054108","LateFall"
"1996-01-20","09:00:00.0000000",1,158,"053618","LateFall"
"1996-01-20","09:00:00.0000000",1,181,"053618","LateFall"
"1996-01-20","09:00:00.0000000",1,171,"054117","LateFall"
"1996-01-20","11:00:00.0000000",1,167,"054112","LateFall"
"1996-01-20","11:00:00.0000000",1,201,"054117","LateFall"
"1996-01-20","11:00:00.0000000",1,198,"054117","LateFall"
"1996-01-20","11:00:00.0000000",1,187,"053618","LateFall"
"1996-01-20","11:00:00.0000000",1,185,"054113","LateFall"
"1996-01-20","11:00:00.0000000",1,164,"054117","LateFall"
"1996-01-20","11:00:00.0000000",1,153,"053416","LateFall"
"1996-01-20","11:00:00.0000000",1,152,"054112","LateFall"
"1996-01-20","11:00:00.0000000",1,133,"053618","LateFall"
"1996-01-20","11:00:00.0000000",1,148,"053416","LateFall"
"1996-01-20","13:00:00.0000000",1,175,"053618","LateFall"
"1996-01-20","17:00:00.0000000",1,219,"054108","LateFall"
"1996-01-20","19:00:00.0000000",1,170,"053618","LateFall"
"1996-01-20","19:00:00.0000000",1,195,"054117","LateFall"
"1996-01-20","19:00:00.0000000",1,198,"054113","LateFall"
"1996-01-20","19:00:00.0000000",1,155,"054113","LateFall"
"1996-01-20","21:00:00.0000000",1,165,"054113","LateFall"
"1996-01-20","21:00:00.0000000",1,191,"054113","LateFall"
"1996-01-20","21:00:00.0000000",1,186,"054108","LateFall"
"1996-01-20","21:00:00.0000000",1,185,"054108","LateFall"
"1996-01-20","21:00:00.0000000",1,168,"054113","LateFall"
"1996-01-20","21:00:00.0000000",1,164,"053618","LateFall"
"1996-01-20","21:00:00.0000000",1,160,"053618","LateFall"
"1996-01-20","21:00:00.0000000",1,155,"054108","LateFall"
"1996-01-20","21:00:00.0000000",1,150,"054108","LateFall"
"1996-01-20","21:00:00.0000000",1,144,"054113","LateFall"
"1996-01-20","21:00:00.0000000",1,170,"054112","LateFall"
"1996-01-20","23:00:00.0000000",1,150,"053618","LateFall"
"1996-01-20","23:00:00.0000000",1,162,"054112","LateFall"
"1996-01-20","23:00:00.0000000",1,170,"054112","LateFall"
"1996-01-20","23:00:00.0000000",1,186,"054113","LateFall"
"1996-01-20","23:00:00.0000000",1,200,"054108","LateFall"
"1996-01-21","07:00:00.0000000",1,185,"054117","LateFall"
"1996-01-21","07:00:00.0000000",1,158,"053618","LateFall"
"1996-01-21","07:00:00.0000000",1,182,"054108","LateFall"
"1996-01-21","10:00:00.0000000",1,164,"053618","LateFall"
"1996-01-21","10:00:00.0000000",1,176,"054113","LateFall"
"1996-01-21","10:00:00.0000000",1,181,"054113","LateFall"
"1996-01-21","10:00:00.0000000",1,182,"054113","LateFall"
"1996-01-21","10:00:00.0000000",1,196,"054117","LateFall"
"1996-01-21","10:00:00.0000000",1,198,"053618","LateFall"
"1996-01-21","11:00:00.0000000",1,160,"053618","LateFall"
"1996-01-21","13:00:00.0000000",1,154,"053618","LateFall"
"1996-01-21","15:00:00.0000000",1,152,"054113","LateFall"
"1996-01-21","15:00:00.0000000",1,166,"054117","LateFall"
"1996-01-21","15:00:00.0000000",1,176,"054113","LateFall"
"1996-01-21","17:00:00.0000000",1,135,"054112","LateFall"
"1996-01-21","17:00:00.0000000",1,142,"053618","LateFall"
"1996-01-21","17:00:00.0000000",1,184,"053416","LateFall"
"1996-01-21","19:00:00.0000000",1,171,"054108","LateFall"
"1996-01-21","19:00:00.0000000",1,165,"054108","LateFall"
"1996-01-21","19:00:00.0000000",1,147,"053618","LateFall"
"1996-01-21","21:00:00.0000000",1,147,"054112","LateFall"
"1996-01-21","21:00:00.0000000",1,171,"053618","LateFall"
"1996-01-21","21:00:00.0000000",1,181,"053628","LateFall"
"1996-01-21","23:00:00.0000000",1,135,"054113","LateFall"
"1996-01-21","23:00:00.0000000",1,152,"053618","LateFall"
"1996-01-22","01:00:00.0000000",1,154,"054113","LateFall"
"1996-01-22","03:00:00.0000000",1,168,"054113","LateFall"
"1996-01-22","07:00:00.0000000",1,132,"053627","LateFall"
"1996-01-22","07:00:00.0000000",1,166,"054113","LateFall"
"1996-01-22","10:00:00.0000000",1,173,"054113","LateFall"
"1996-01-22","10:00:00.0000000",1,177,"054113","LateFall"
"1996-01-22","11:00:00.0000000",1,157,"054112","LateFall"
"1996-01-22","15:00:00.0000000",1,165,"054112","LateFall"
"1996-01-22","15:00:00.0000000",1,184,"054108","LateFall"
"1996-01-22","19:00:00.0000000",1,150,"054117","LateFall"
"1996-01-22","19:00:00.0000000",1,143,"054113","LateFall"
"1996-01-22","19:00:00.0000000",1,153,"054113","LateFall"
"1996-01-22","19:00:00.0000000",1,154,"053618","LateFall"
"1996-01-22","19:00:00.0000000",1,161,"054118","LateFall"
"1996-01-22","19:00:00.0000000",1,165,"053618","LateFall"
"1996-01-22","19:00:00.0000000",1,165,"054113","LateFall"
"1996-01-22","19:00:00.0000000",1,165,"054117","LateFall"
"1996-01-22","19:00:00.0000000",1,169,"054112","LateFall"
"1996-01-22","19:00:00.0000000",1,181,"054113","LateFall"
"1996-01-22","19:00:00.0000000",1,149,"053628","LateFall"
"1996-01-22","21:00:00.0000000",1,164,"053618","LateFall"
"1996-01-22","23:00:00.0000000",1,150,"054112","LateFall"
"1996-01-23","05:00:00.0000000",1,163,"053618","LateFall"
"1996-01-23","07:00:00.0000000",1,158,"054108","LateFall"
"1996-01-23","19:00:00.0000000",1,144,"053618","LateFall"
"1996-01-23","19:00:00.0000000",1,147,"054112","LateFall"
"1996-01-23","19:00:00.0000000",1,188,"054113","LateFall"
"1996-01-23","21:00:00.0000000",1,139,"054113","LateFall"
"1996-01-23","21:00:00.0000000",1,153,"054113","LateFall"
"1996-01-23","21:00:00.0000000",1,160,"054108","LateFall"
"1996-01-23","21:00:00.0000000",1,165,"054113","LateFall"
"1996-01-23","23:00:00.0000000",1,144,"053618","LateFall"
"1996-01-24","03:00:00.0000000",1,145,"053628","LateFall"
"1996-01-24","05:00:00.0000000",1,142,"054113","LateFall"
"1996-01-24","05:00:00.0000000",1,150,"053618","LateFall"
"1996-01-24","05:00:00.0000000",1,170,"054108","LateFall"
"1996-01-24","05:00:00.0000000",1,172,"054107","LateFall"
"1996-01-24","05:00:00.0000000",1,181,"053618","LateFall"
"1996-01-24","07:00:00.0000000",1,160,"053618","LateFall"
"1996-01-24","07:00:00.0000000",1,181,"054117","LateFall"
"1996-01-24","07:00:00.0000000",1,155,"054117","LateFall"
"1996-01-24","07:00:00.0000000",1,152,"053618","LateFall"
"1996-01-24","07:00:00.0000000",1,143,"053618","LateFall"
"1996-01-24","07:00:00.0000000",1,137,"054112","LateFall"
"1996-01-24","07:00:00.0000000",1,185,"054108","LateFall"
"1996-01-24","10:00:00.0000000",1,178,"053416","LateFall"
"1996-01-24","12:00:00.0000000",1,135,"053416","LateFall"
"1996-01-24","12:00:00.0000000",1,160,"054112","LateFall"
"1996-01-24","12:00:00.0000000",1,179,"053618","LateFall"
"1996-01-24","19:00:00.0000000",1,156,"054113","LateFall"
"1996-01-24","19:00:00.0000000",1,157,"054113","LateFall"
"1996-01-24","19:00:00.0000000",1,170,"054108","LateFall"
"1996-01-25","03:00:00.0000000",1,159,"054112","LateFall"
"1996-01-25","03:00:00.0000000",1,175,"054113","LateFall"
"1996-01-25","03:00:00.0000000",1,166,"054108","LateFall"
"1996-01-25","05:00:00.0000000",1,146,"054113","LateFall"
"1996-01-25","05:00:00.0000000",1,153,"054112","LateFall"
"1996-01-25","07:00:00.0000000",1,147,"054112","LateFall"
"1996-01-25","07:00:00.0000000",1,181,"054108","LateFall"
"1996-01-25","07:00:00.0000000",1,195,"054108","LateFall"
"1996-01-25","10:00:00.0000000",1,163,"054113","LateFall"
"1996-01-25","10:00:00.0000000",1,168,"054113","LateFall"
"1996-01-25","12:00:00.0000000",1,209,"054117","LateFall"
"1996-01-25","12:00:00.0000000",1,168,"054113","LateFall"
"1996-01-25","12:00:00.0000000",1,163,"054112","LateFall"
"1996-01-25","12:00:00.0000000",1,151,"054113","LateFall"
"1996-01-25","12:00:00.0000000",1,150,"054113","LateFall"
"1996-01-25","12:00:00.0000000",1,143,"053618","LateFall"
"1996-01-25","12:00:00.0000000",1,148,"053618","LateFall"
"1996-01-25","15:00:00.0000000",1,143,"053628","LateFall"
"1996-01-25","17:00:00.0000000",1,170,"054119","LateFall"
"1996-01-25","19:00:00.0000000",1,136,"053628","LateFall"
"1996-01-25","19:00:00.0000000",1,162,"054117","LateFall"
"1996-01-25","19:00:00.0000000",1,146,"054113","LateFall"
"1996-01-25","23:00:00.0000000",1,137,"053416","LateFall"
"1996-01-25","23:00:00.0000000",1,141,"053618","LateFall"
"1996-01-25","23:00:00.0000000",1,147,"053618","LateFall"
"1996-01-25","23:00:00.0000000",1,157,"054112","LateFall"
"1996-01-25","23:00:00.0000000",1,165,"053628","LateFall"
"1996-01-25","23:00:00.0000000",1,165,"054112","LateFall"
"1996-01-25","23:00:00.0000000",1,168,"054117","LateFall"
"1996-01-26","01:00:00.0000000",1,153,"054112","LateFall"
"1996-01-26","03:00:00.0000000",1,169,"054112","LateFall"
"1996-01-26","05:00:00.0000000",1,161,"053416","LateFall"
"1996-01-26","09:00:00.0000000",1,149,"054108","LateFall"
"1996-01-26","09:00:00.0000000",1,155,"054112","LateFall"
"1996-01-26","09:00:00.0000000",1,169,"054119","LateFall"
"1996-01-26","13:00:00.0000000",1,158,"053628","LateFall"
"1996-01-26","17:00:00.0000000",1,134,"053618","LateFall"
"1996-01-26","19:00:00.0000000",1,170,"054117","LateFall"
"1996-01-26","19:00:00.0000000",1,169,"054108","LateFall"
"1996-01-26","19:00:00.0000000",1,175,"053618","LateFall"
"1996-01-26","19:00:00.0000000",1,161,"053416","LateFall"
"1996-01-26","19:00:00.0000000",1,118,"053618","LateFall"
"1996-01-26","19:00:00.0000000",1,162,"054108","LateFall"
"1996-01-26","21:00:00.0000000",1,143,"053416","LateFall"
"1996-01-26","21:00:00.0000000",1,152,"054108","LateFall"
"1996-01-26","21:00:00.0000000",1,160,"054119","LateFall"
"1996-01-26","21:00:00.0000000",1,161,"053618","LateFall"
"1996-01-26","21:00:00.0000000",1,180,"054108","LateFall"
"1996-01-26","23:00:00.0000000",1,170,"054117","LateFall"
"1996-01-26","23:00:00.0000000",1,182,"053618","LateFall"
"1996-01-26","23:00:00.0000000",1,147,"054113","LateFall"
"1996-01-26","23:00:00.0000000",1,140,"053618","LateFall"
"1996-01-27","01:00:00.0000000",1,165,"054117","LateFall"
"1996-01-27","03:00:00.0000000",1,138,"054112","LateFall"
"1996-01-27","03:00:00.0000000",1,160,"054112","LateFall"
"1996-01-27","05:00:00.0000000",1,147,"054117","LateFall"
"1996-01-27","05:00:00.0000000",1,184,"054112","LateFall"
"1996-01-27","07:00:00.0000000",1,153,"054112","LateFall"
"1996-01-27","08:00:00.0000000",1,151,"054112","LateFall"
"1996-01-27","11:00:00.0000000",1,128,"054107","LateFall"
"1996-01-27","11:00:00.0000000",1,161,"053416","LateFall"
"1996-01-27","13:00:00.0000000",1,151,"053416","LateFall"
"1996-01-27","17:00:00.0000000",1,203,"053628","LateFall"
"1996-01-27","17:00:00.0000000",1,190,"054108","LateFall"
"1996-01-27","17:00:00.0000000",1,167,"054108","LateFall"
"1996-01-27","17:00:00.0000000",1,163,"054113","LateFall"
"1996-01-27","20:00:00.0000000",1,132,"054117","LateFall"
"1996-01-27","20:00:00.0000000",1,159,"053416","LateFall"
"1996-01-27","21:00:00.0000000",1,156,"053618","LateFall"
"1996-01-27","21:00:00.0000000",1,159,"054117","LateFall"
"1996-01-27","21:00:00.0000000",1,178,"053416","LateFall"
"1996-01-27","23:00:00.0000000",1,157,"054118","LateFall"
"1996-01-27","23:00:00.0000000",1,178,"054117","LateFall"
"1996-01-27","23:00:00.0000000",1,167,"053618","LateFall"
"1996-01-27","23:00:00.0000000",1,161,"054117","LateFall"
"1996-01-27","23:00:00.0000000",1,160,"054112","LateFall"
"1996-01-27","23:00:00.0000000",1,157,"054113","LateFall"
"1996-01-27","23:00:00.0000000",1,155,"054117","LateFall"
"1996-01-27","23:00:00.0000000",1,149,"053618","LateFall"
"1996-01-27","23:00:00.0000000",1,160,"054118","LateFall"
"1996-01-28","01:00:00.0000000",1,137,"053618","LateFall"
"1996-01-28","01:00:00.0000000",1,150,"054113","LateFall"
"1996-01-28","01:00:00.0000000",1,152,"054113","LateFall"
"1996-01-28","01:00:00.0000000",1,157,"053618","LateFall"
"1996-01-28","01:00:00.0000000",1,164,"053628","LateFall"
"1996-01-28","03:00:00.0000000",1,145,"054108","LateFall"
"1996-01-28","03:00:00.0000000",1,156,"054108","LateFall"
"1996-01-28","05:00:00.0000000",1,155,"054113","LateFall"
"1996-01-28","07:00:00.0000000",1,142,"053618","LateFall"
"1996-01-28","07:00:00.0000000",1,144,"053416","LateFall"
"1996-01-28","07:00:00.0000000",1,149,"053628","LateFall"
"1996-01-28","07:00:00.0000000",1,154,"054113","LateFall"
"1996-01-28","07:00:00.0000000",1,157,"053618","LateFall"
"1996-01-28","07:00:00.0000000",1,161,"053416","LateFall"
"1996-01-28","09:00:00.0000000",1,178,"054113","LateFall"
"1996-01-28","09:00:00.0000000",1,147,"054113","LateFall"
"1996-01-28","11:00:00.0000000",1,150,"053628","LateFall"
"1996-01-28","11:00:00.0000000",1,182,"054113","LateFall"
"1996-01-28","13:00:00.0000000",1,120,"054113","LateFall"
"1996-01-28","17:00:00.0000000",1,148,"053416","LateFall"
"1996-01-28","17:00:00.0000000",1,154,"053618","LateFall"
"1996-01-28","17:00:00.0000000",1,176,"054113","LateFall"
"1996-01-28","19:00:00.0000000",1,150,"053628","LateFall"
"1996-01-28","19:00:00.0000000",1,192,"053618","LateFall"
"1996-01-28","19:00:00.0000000",1,180,"054113","LateFall"
"1996-01-28","19:00:00.0000000",1,160,"054117","LateFall"
"1996-01-28","19:00:00.0000000",1,144,"053618","LateFall"
"1996-01-28","19:00:00.0000000",1,135,"053416","LateFall"
"1996-01-28","19:00:00.0000000",1,127,"053416","LateFall"
"1996-01-28","19:00:00.0000000",1,198,"053618","LateFall"
"1996-01-28","19:00:00.0000000",1,147,"054108","LateFall"
"1996-01-28","21:00:00.0000000",1,147,"054119","LateFall"
"1996-01-29","08:00:00.0000000",1,154,"054112","LateFall"
"1996-01-29","09:00:00.0000000",1,127,"054117","LateFall"
"1996-01-29","09:00:00.0000000",1,134,"053618","LateFall"
"1996-01-29","09:00:00.0000000",1,167,"053618","LateFall"
"1996-01-30","01:00:00.0000000",1,164,"054112","LateFall"
"1996-01-30","01:00:00.0000000",1,160,"053618","LateFall"
"1996-01-30","03:00:00.0000000",1,141,"053618","LateFall"
"1996-01-30","03:00:00.0000000",1,169,"054119","LateFall"
"1996-01-30","07:00:00.0000000",1,140,"054116","LateFall"
"1996-01-30","07:00:00.0000000",1,165,"053618","LateFall"
"1996-01-31","00:00:00.0000000",1,140,"054118","LateFall"
"1996-01-31","03:00:00.0000000",1,152,"053618","LateFall"
"1996-01-31","05:00:00.0000000",1,140,"054112","LateFall"
"1996-01-31","07:00:00.0000000",1,163,"054108","LateFall"
"1996-01-31","07:00:00.0000000",1,150,"053618","LateFall"
"1996-01-31","07:00:00.0000000",1,150,"053628","LateFall"
"1996-01-31","09:00:00.0000000",1,169,"054113","LateFall"
"1996-02-01","03:00:00.0000000",1,196,"054108","LateFall"
"1996-02-01","07:00:00.0000000",1,176,"054113","LateFall"
"1996-02-04","01:00:00.0000000",1,146,"053628","LateFall"
"1996-02-04","09:00:00.0000000",1,145,"053628","LateFall"
"1996-02-04","12:00:00.0000000",1,137,"054112","LateFall"
"1996-02-04","12:00:00.0000000",1,161,"053416","LateFall"
"1996-02-04","13:00:00.0000000",1,167,"053618","LateFall"
"1996-02-04","15:00:00.0000000",1,140,"053618","LateFall"
"1996-02-04","15:00:00.0000000",1,162,"053618","LateFall"
"1996-02-04","17:00:00.0000000",1,141,"054119","LateFall"
"1996-02-04","21:00:00.0000000",1,146,"054108","LateFall"
"1996-02-04","21:00:00.0000000",1,148,"053416","LateFall"
"1996-02-05","08:00:00.0000000",1,150,"053618","LateFall"
"1996-02-06","01:00:00.0000000",1,181,"054113","LateFall"
"1996-02-07","05:00:00.0000000",1,156,"054117","LateFall"
"1996-02-08","03:00:00.0000000",1,127,"054112","LateFall"
"1996-02-09","03:00:00.0000000",1,179,"053618","LateFall"
"1996-02-09","10:00:00.0000000",1,153,"053618","LateFall"
"1996-02-10","01:00:00.0000000",1,139,"054113","LateFall"
"1996-02-10","07:00:00.0000000",1,151,"054112","LateFall"
"1996-02-10","11:00:00.0000000",1,164,"054108","LateFall"
"1996-02-10","13:00:00.0000000",1,175,"054112","LateFall"
"1996-02-11","07:00:00.0000000",1,157,"054112","LateFall"
"1996-02-11","19:00:00.0000000",1,142,"054112","LateFall"
"1996-02-12","03:00:00.0000000",1,148,"053618","LateFall"
"1996-02-12","05:00:00.0000000",1,133,"053618","LateFall"
"1996-02-13","01:00:00.0000000",1,157,"053618","LateFall"
"1996-02-17","07:00:00.0000000",1,142,"054112","LateFall"
"1996-02-19","07:00:00.0000000",1,159,"054113","LateFall"
"1996-02-19","12:00:00.0000000",1,165,"053628","LateFall"
"1996-02-23","03:00:00.0000000",1,146,"053618","LateFall"
"1996-03-04","01:00:00.0000000",1,177,"054113","LateFall"
"1996-04-14","21:00:00.0000000",1,88,"0501020114","Fall"
"1996-04-20","07:00:00.0000000",1,89,"0601060114","Fall"
"1996-04-23","07:00:00.0000000",1,89,"0601060114","Fall"
"1996-04-30","05:00:00.0000000",1,102,"0601110510","Fall"
"1996-05-01","07:00:00.0000000",1,100,"0601110503","Fall"
"1996-05-01","07:00:00.0000000",1,101,"0601110504","Fall"
"1996-05-01","07:00:00.0000000",1,94,"0601110507","Fall"
"1996-05-01","07:00:00.0000000",1,99,"0601110508","Fall"
"1996-05-02","07:00:00.0000000",1,96,"0601060114","Fall"
"1996-05-02","07:00:00.0000000",1,97,"0601110408","Fall"
"1996-05-02","07:00:00.0000000",1,98,"0601110509","Fall"
"1996-05-02","07:00:00.0000000",1,91,"0601110503","Fall"
"1996-05-02","07:00:00.0000000",1,105,"0601110506","Fall"
"1996-05-02","07:00:00.0000000",1,89,"0601110508","Fall"
"1996-05-02","07:00:00.0000000",1,87,"0601110409","Fall"
"1996-05-02","07:00:00.0000000",1,93,"0601110510","Fall"
"1996-05-03","07:00:00.0000000",1,89,"0601110411","Fall"
"1996-05-03","07:00:00.0000000",1,93,"0601060114","Fall"
"1996-05-03","07:00:00.0000000",1,99,"0601110503","Fall"
"1996-05-03","23:00:00.0000000",1,85,"0601060114","Fall"
"1996-05-07","05:00:00.0000000",1,90,"0601060115","Fall"
"1996-05-07","05:00:00.0000000",1,92,"0601060115","Fall"
"1996-05-07","05:00:00.0000000",1,95,"0601060114","Fall"
"1996-05-07","23:00:00.0000000",1,88,"0601060201","Fall"
"1996-05-11","07:00:00.0000000",1,90,"0601060205","Fall"
"1996-05-13","00:00:00.0000000",1,87,"0601110409","Fall"
"1996-05-14","05:00:00.0000000",1,89,"0601060205","Fall"
"1996-05-15","00:00:00.0000000",1,90,"0601060205","Fall"
"1996-05-15","05:00:00.0000000",1,86,"0601060201","Fall"
"1996-05-16","00:00:00.0000000",1,91,"0601060201","Fall"
"1996-05-16","00:00:00.0000000",1,104,"0601060201","Fall"
"1996-05-16","13:00:00.0000000",1,86,"0601060201","Fall"
"1996-05-16","13:00:00.0000000",1,105,"0601060114","Fall"
"1996-05-17","23:00:00.0000000",1,93,"0601060201","Fall"
"1996-05-17","23:00:00.0000000",1,96,"0601060201","Fall"
"1996-05-18","07:00:00.0000000",1,94,"0601060201","Fall"
"1996-05-18","13:00:00.0000000",1,90,"0601060114","Fall"
"1996-05-18","13:00:00.0000000",1,89,"0601060201","Fall"
"1996-05-19","07:00:00.0000000",1,83,"0601060205","Fall"
"1996-05-19","15:00:00.0000000",1,88,"0601060205","Fall"
"1996-05-19","15:00:00.0000000",1,96,"0601060205","Fall"
"1996-05-20","07:00:00.0000000",1,92,"0601060201","Fall"
"1996-05-20","07:00:00.0000000",1,96,"0601060201","Fall"
"1996-05-20","09:00:00.0000000",1,94,"0601060201","Fall"
"1996-05-20","13:00:00.0000000",1,99,"0601060205","Fall"
"1996-05-20","15:00:00.0000000",1,87,"0601060205","Fall"
"1996-05-22","13:00:00.0000000",1,91,"0601060201","Fall"
"1996-05-23","01:00:00.0000000",1,97,"0601060201","Fall"
"1996-05-23","23:00:00.0000000",1,93,"0601060206","Fall"
"1996-05-25","17:00:00.0000000",1,101,"0601060201","Fall"
"1996-05-26","07:00:00.0000000",1,93,"0601060205","Fall"
"1996-05-26","07:00:00.0000000",1,88,"0601060114","Fall"
"1996-05-26","07:00:00.0000000",1,82,"0601060204","Fall"
"1996-05-26","07:00:00.0000000",1,93,"0601110509","Fall"
"1996-05-27","09:00:00.0000000",1,114,"0601110505","Fall"
"1996-05-27","09:00:00.0000000",1,122,"0601110507","Fall"
"1996-05-27","13:00:00.0000000",1,99,"0601110508","Fall"
"1996-05-30","00:00:00.0000000",1,122,"0601110506","Fall"
"1996-05-31","09:00:00.0000000",1,104,"0601060204","Fall"
"1996-06-01","07:00:00.0000000",1,110,"0601110508","Fall"
"1996-06-02","09:00:00.0000000",1,97,"0601060204","Fall"
"1996-06-08","15:00:00.0000000",1,95,"0601060204","Fall"
"1996-06-23","15:00:00.0000000",1,104,"060221","Fall"
"1996-11-01","23:00:00.0000000",1,268,"060216","Fall"
"1996-11-06","19:00:00.0000000",1,182,"064805","Fall"
"1996-11-06","19:00:00.0000000",1,184,"064806","Fall"
"1996-12-16","23:00:00.0000000",1,141,"054231","LateFall"
"1997-03-25","09:00:00.0000000",1,144,"054127","LateFall"
"1997-04-30","00:00:00.0000000",1,86,"0601110512","Fall"
"1997-04-30","00:00:00.0000000",1,87,"0601110601","Fall"
"1997-04-30","00:00:00.0000000",1,90,"0501020301","Fall"
"1997-05-05","13:00:00.0000000",1,89,"0601110601","Fall"
"1997-05-05","21:00:00.0000000",1,98,"0601060302","Fall"
"1997-05-06","07:00:00.0000000",1,76,"062546","Fall"
